author,updated_at,like_count,text,public
@mylife7810,2021-09-14T20:44:31Z,0,"thank you sir very very much , watching at 2:14am noida",True
@louerleseigneur4532,2021-07-31T23:21:25Z,0,Thanks Krish,True
@deepalisharma1327,2021-05-14T14:20:08Z,0,"Hi Krish, I was asked in an interview that how can we determine the number of decision trees for a random forest mathematically? Could you please suggest?",True
@parthsarthijoshi6301,2021-03-30T16:09:18Z,0,Hello Sir I am 55 year old and my son is 13 year old. I am learning data siciene from my son. He is learning programming when he was in 4 th class. Now he has got some degree of command over python and machine learning. He is ready to appear on live interview before you. Is it possible ?,True
@bspatil7400,2021-03-29T05:37:45Z,1,Happy Holi Krish 🔥🔥🙏🙏,True
@danielsharma3044,2021-03-29T05:04:55Z,6,I have an interview scheduled on 2nd of April. Will let you know how much was asked from this playlist.,True
@RajatKumar-tv5hn,2021-03-29T01:24:22Z,1,Sir I have paid the fee of Full stack data science but till now I haven't received any dashboard so please tell me what to do 🙏,True
@CrusadeVoyager,2021-03-28T20:02:16Z,2,Thank you for the playlist ;),True
@xyz956,2021-03-28T18:24:46Z,1,"Sir how to get placed in amazon in one week of preparation plz tell mr sir ,i have very less time",True
@abilashkanagasabai3508,2021-03-28T17:59:28Z,1,"Sir please upload video about Deep learning interview questions for RNN like u did for ANN,CNN",True
@vinaynaik953,2021-03-28T17:18:07Z,2,Great help,True
@vindhyavinothkumar2879,2021-03-28T17:15:50Z,1,"Hello krish ,  I’m your new data science guidance member. Really appreciate your work. I have a few questions:  1. Skills required for business intelligence developer role 2. Please do a review on google data analytics professionals certification  3. Can you compare and contrast between CFI BIDA and “google data analytics professional certification on coursera “ ??  Thanks, Vindhya",True
@samwilson4597,2021-03-28T16:10:24Z,3,Best data science teacher,True
@gauravrai2k71,2021-03-28T15:43:49Z,4,"If possible pls make a video around PD, lgd, IFRS 9  using python. These are in concepts realted to credit risk",True
@VeereshPatel15,2021-03-28T15:25:42Z,1,Blockchain,True
@ajaysriram2351,2021-03-28T15:16:09Z,2,"Hi thanks for sharing knowledge,  I want to learn mi from which to start.",True
@rushirajparmar9602,2021-03-28T15:10:59Z,3,Great work sir for putting out this amazing content! Much appreciated!,True
@souravpardeshi4874,2021-03-28T15:10:41Z,3,best channel for data science 🔥,True
