author,updated_at,like_count,text,public
@yashsolanki069,2020-08-11T17:28:21Z,0,thanks for covering doubts and providing useful information.👍,True
@jayeshraundal2128,2020-07-06T04:52:29Z,0,Thanks sir It's really helpful for me...,True
@vgaurav3011,2020-07-05T11:58:00Z,1,Thanks a lot cleared my doubts so much!!,True
@ankitsarkar157,2020-07-05T10:56:55Z,2,Krish I have an questions if anyone from business profile actually I am running coaching institute I want to change my career I am interested in data science job profile tell me my experience will count or not?,True
@manishgupta9721,2020-07-05T05:29:35Z,1,sir agr mene data sciecne ki tyyari ki hai or aap bol rhe hai koi si type ki job mile use lelo to firr mujhe us field ka to kuch aayga hi ni kyuki mene to preparation data scievne ki thi firr me us filled ke baare me kha padhunga,True
@ritiksahu5310,2020-07-04T14:34:39Z,1,I have an ed loan of 7.5L and it's compounding  How many decade  will it take me   to repay it  :(,True
@rahulgaddam7110,2020-07-04T14:01:18Z,1,Hello krish,True
@fahadreda3060,2020-07-04T13:23:58Z,1,"That guy disliked your video without you even starting , i like your videos without even clicking on play button, and after watching i hope if i can give another like , Thank you so much Krish for all your videos , Keep up the good work",True
@myselfyash01,2020-07-04T08:32:48Z,1,Thank you for such an informative video sir. Very helpful for freshers,True
@yashakadarkknight2872,2020-07-04T07:29:29Z,1,"Sir, how can I contact you? I have messaged you on LinkedIn, on Telegram, but without any response. How do I contact you, at your convenient time?",True
@WasimAkram-vq5if,2020-07-04T05:46:56Z,1,Exp include for Non - IT  domain ( engineer)people too.,True
@darpansalunke1729,2020-07-04T05:34:40Z,2,Great And Very Help full  Thank You Sir,True
@arjyabasu1311,2020-07-04T04:57:51Z,2,Thanks a lot sir !!!,True
@kavitakhatri5500,2020-07-04T04:35:44Z,2,Business analyst with 10 yr exp.how to go for tech data scientist profile,True
@kavitakhatri5500,2020-07-04T04:34:37Z,4,"Hello,very helpful videos",True
@dhruvg530,2020-07-04T04:32:25Z,3,Please post a video on how to create a github profile and post the project work,True
@singh22prashantsingh,2020-07-04T04:18:43Z,4,Please talk about online course on data science offered by IIIT Madras,True
@akash_a_desai,2020-07-04T04:13:22Z,2,How to contribute open source make video on these sir ???,True
@visualizationpractical2629,2020-07-04T04:11:45Z,1,I dont get any mail,True
@pulkitdikshit6148,2020-07-04T04:07:13Z,2,sir I am over with python basics and data structures and willing to go for data science as a career please guide me there are several playlist in your channel but I am confused from where to start with. please guide me step by step I should start with the playlist.,True
