author,updated_at,like_count,text,public
@pulaksmusicalarena,2020-11-16T11:46:13Z,0,Can I switch from ML DL course to Full stack course once available??,True
@01Ashish01,2020-11-15T19:33:10Z,0,Sir book for python,True
@hariharanp9783,2020-11-15T16:12:39Z,0,Bsc computer science student can able to read the data science,True
@vamshiellandula5263,2020-11-14T16:13:02Z,0,Sir.. Can a data scientist switch to AI ..?,True
@usamamalik6708,2020-11-14T08:46:42Z,0,"Krish Sir, I can't find the join as a member option anywhere on your channel. Can you(or any other member) help me regarding that?",True
@AVyt28,2020-11-14T07:03:04Z,0,How to detect poses like sitting and standing???,True
@bhabanishankearbasak4354,2020-11-14T06:45:22Z,1,Hello Krish. Just wanted to know is there any way to get a copy of your book 'Hands-On Python for Finance'. If it is just a xerox that will also do. Let me know if possible. My email id: bhabani.stat.mba@gmail.com,True
@devarshikumar7486,2020-11-14T04:19:25Z,1,"Hi, I had 5 yr of experience in electrical engineering n  coz of my health issue I had to left the job, need guidance about data science institute where I will get 100 % percent job assistance or any type of internship.",True
@indigobluu,2020-11-13T18:49:38Z,1,Happy Diwali Krish!,True
@siyabongazungu1640,2020-11-13T18:18:49Z,1,Hi how to choose the optimal value of K in KNN,True
@subhabratanath2075,2020-11-13T17:49:53Z,1,Hi Krish.. will ryzen 3550 and gtx 1650 run deep learning models?,True
@tanmaysingh2679,2020-11-13T17:41:16Z,1,Hello Few doughts: 1. Why to use optimization if you get least residual line in linear regression ? 2. Is K-nn classifier really dependent on outliers ? 3. Difference b/w stochasric GD and simple GD (Gradient descent)  All questions based on research😎😎,True
@vaishnavibollaboina6620,2020-11-13T17:40:56Z,1,"Hello Krish  Are intent search, semantic search and context search the same things ? If possible could you do videos on intent search - I am trying to do it using NLTK, LSTM and Keras and Tensorflow ... am I doing it right ?",True
@rahulnegi7076,2020-11-13T17:32:29Z,11,6:28 Top sub-fields of ML in future 6:57 -Ineuron course in January 10:44 -Health care domain 12:50 -Placements of DS in 2021 21:13 -Sentiment analysis related 23:10 -How to explain projects in Resume 23:53 -Requirement for financial Analyst 25:15 -Role of SD -LinkedIn-Recruiter 26:00 -Salary video Updation,True
@nagrajkaranth123,2020-11-13T17:30:22Z,1,Sir please make more videos on pytorch tensorflow and keras sir please,True
@harishbabu8365,2020-11-13T17:10:35Z,2,"Hi Krish,  Request you to make videos on API calls via Google Dialog flow through Webhook.   Unfortunately, majority of the videos in youtube are wrt using ""Inline Editor"", which I presume requires  Java Script knowledge.",True
@awknowledgevlogs,2020-11-13T17:05:58Z,1,Krish did you made a video on end to end implementation of real time projects as i have seen you have taken projects from kaggle. I would like to know how data scientists works in company and how they pull huge datasets in realtime and what are the tools they are using ex:spss. Please reply.,True
@bussiness7282,2020-11-13T17:02:37Z,1,Sir I have small doubt sir in opencv when the object is detection tracking      With opencv object front side have  different images the opencv identify the object and track that object nect we rotate it in the back end the picture have been same every one so front identity will be losses sir my doubt I that is this posible when rotate back side identity should not be change it remains same I meam front identity remain same when we rotate back side,True
@palashbhatia2480,2020-11-13T16:53:14Z,1,Sir will Data science jobs replaced by AI in future??,True
@AnshuKumar-sb9ph,2020-11-13T16:42:11Z,1,Sir...I'm a bsc student of math honors ...and i want to be a data scientist...can i do that...?? Plz sir reply and what are the steps should i follow...,True
@awknowledgevlogs,2020-11-13T16:39:08Z,2,Hi krish happy diwali.,True
@Vija183,2020-11-13T16:31:24Z,1,Hi Krish my name is Vijay am into Quality Analyst Automation engineer experienced please suggest switching to data science is it ideal for us or need to take better courses,True
@yashchopra8824,2020-11-13T16:24:20Z,2,will data science be prevalent even after 5 years? or are we moving towards automated data science?,True
