author,updated_at,like_count,text,public
@arwakalavadwala834,2024-05-17T14:11:09Z,0,can it do data cleaning?,True
@jbschaab,2024-04-16T20:21:16Z,0,"There are no more plugins. Can you do any of this with GPTs , I have workspace version",True
@legacymediatv526,2023-11-22T05:40:38Z,0,Awesome review!,True
@Flylikea,2023-11-16T19:59:20Z,0,"I genuinely think that most of these auto-analytic solutions are a sales ploy targeting anyone too scared of anything from excel to code to BI... math, statistics, etc. It's so much better using them to explain the process, illustrate with examples, maybe correct some formula or function, ""brainstorming"".",True
@danre64,2023-10-20T12:55:41Z,2,"How do you navigate the dilemma of uploading your company's data to a third party website? I find myself having to provide samples of dummy data following the same format, and then use the same analysis it used seperately myself.",True
@jasondogan,2023-09-28T13:26:09Z,0,Find a new job if you are an analyst,True
@victorakosile,2023-09-26T02:36:49Z,0,"Nice job on that transition from your video to ""editor Luke"". I must have watched that like four times just because of how nice that it was. Great job",True
@hanskraut2018,2023-09-18T04:49:01Z,0,I wanna have it analyte my whatsapp adhd med logs over years with dosages and life journal to find the best psychiatric medication finetuned dosages. But as you said its annoying with the memory/non autonomous modes but its absolutely capable if i where to put enought time.  Really nice to see your perspective and tipp to use notable like i was in the beginning. Curious to know how you judge it in 1 month meaning around 1.10.2023 and 1.11.2023 maybe it will be better by then. 🤓✌️🔬😊,True
@davidw.9711,2023-09-17T09:10:32Z,0,"useful video, thanks!",True
@axecapital1,2023-09-12T09:41:43Z,0,I would ne shared that chatGPT (knows for bad in Numbers) will jist simply generate here and there random Numbers especially while fine tuning the graphs with multiple prompts (usually it start to make up numbers after 5-10 prompts) 😂,True
@ZeuSonRed,2023-09-09T09:52:46Z,1,"Chat GPT will release data all over the world. Before using it you should know, How important is the data itself. He just told you, was sponsored by Ai intelligent. If you upload the data the guys behind the chat will take your boss business and your job.",True
@lucassparks5495,2023-09-07T12:14:35Z,0,Noteable only provides 4GB ram version for free and the upgradable version costs a whopping 30 usd! I run long codes so Noteable is not an option for me,True
@georgejetson9801,2023-09-05T23:25:13Z,0,I want to see it clean up a bunch of messy data.,True
@nagged55,2023-09-03T12:36:00Z,5,"Thanks luke! It's reassuring to see that ChatGPT is being used as a tool for data analytics rather than replacing us. Also, a big thanks for the reply a month ago, which clarified the functionality of the code interpreter. Keep it up!",True
@JustAn0therSoul,2023-09-02T18:15:37Z,1,"only hope i have is code llama 2 will be as usefull, european data laws make the use of gpt not viable for work, also i just dont want them to have all the data",True
@LukeBarousse,2023-09-02T16:30:30Z,5,"⚠UPDATE: ChatGPT rebranded Code Interpreter as ""Advanced Data Analysis.""   There is NO difference in the functionality with the rebrand; so I feel this video is still relevant!  P.S. This is only a Beta... It's only going to get better from here 😳",True
@arieldlh,2023-09-02T04:29:31Z,0,I came to the comment section just to see if anyone else saw you appear behind the panda photograph 😂 great content btw!,True
