author,updated_at,like_count,text,public
@krishnaik06,2022-01-06T14:02:18Z,47,"Enroll for OneNeuron Now And Get Lifetime Subscription for 100+ courses Use KRISH10 as coupon code to get additional 10% discount OneNeuron Link: https://one-neuron.ineuron.ai/ Direct call to our Team incase of any queries  8788503778 6260726925 9538303385 866003447",True
@ispeakfactslol,2023-04-05T18:11:53Z,0,My fav mentor!,True
@shabarishmuralidharan1618,2023-02-17T22:42:43Z,0,Great One,True
@NoorainRazaEC,2023-01-13T14:55:21Z,0,Create entire playlist for SQL,True
@JACKSPARROW-ch7jl,2023-01-11T12:57:09Z,0,"yes sir , humble request to upload data science level , Mysql tutorials please , i will eagerly wait for that.......",True
@enlightenedconnections,2022-12-26T19:14:56Z,0,Please do upload the databse playlist,True
@AlgorithmCodings,2022-12-23T18:08:08Z,0,Full playlist please sir,True
@BichuGeorge,2022-12-18T11:41:13Z,0,Please make a playlist on mysql,True
@thembaguy5537,2022-12-06T08:26:34Z,0,Can I connect uhh plz once on. A calll for only 2 min sir,True
@threeferns8162,2022-12-03T15:48:03Z,1,"Hi Krish, thank you so much for being so much generous to the Data Science family and many who are new comers in transitioning they are careers in Data Science. I am one of your subscriber since 2016 and since then am planning to transition my career in data science but unable to do so since I keep on procrastinating and the only flaw in me. Plz can you help me on how to stay focused in my transition journey.",True
@chaitanyanagare757,2022-12-01T13:05:58Z,0,Do upload mysql,True
@LanaANDfriends,2022-11-25T12:04:28Z,0,Yes must,True
@rishigupta5792,2022-11-24T02:07:08Z,0,"Good morning sir,   I am a non-technical professional working in one of the universities, and now want to switch from that education industry to the IT industry through a Data Analyst course. I have heard through your videos that there is good scope for data analysis. Now I don't know where I will do the course, I have got a call from so many platforms and everyone is telling me that they will provide me with a minimum 25% of hike in my current salary. I am so much confused.   Please guide me for the same.   I shall be highly obliged to you.   Regards,  Rishi",True
@anmolsoni7369,2022-11-24T01:54:06Z,0,Hello sir kya ap career counciling bhe karta ho ap,True
@anayaprincess6908,2022-11-20T11:14:22Z,0,For data analytics python k under Kia topic padhe y to btawo,True
@innocentsingh4704,2022-11-18T07:27:13Z,0,PLease upload playlist of Databases,True
@akankshadwivedi1998,2022-11-16T04:49:34Z,0,Yes please upload the playlist for SQL data base..... It will be very helpful. THANK YOU SOOO MUCH !!!!!,True
@shubhammishra9274,2022-11-09T04:57:04Z,0,Brother VBA/macros is also important for data analyst???,True
@rajnish2934,2022-11-06T03:00:10Z,0,Yes we need your SQL playlist,True
@muhammadaffanali4730,2022-11-02T12:04:49Z,0,whatsapp group nhi bro,True
@debikaranimajhi1674,2022-10-27T02:03:52Z,0,sir any play list on My SQL,True
@Shubuislive,2022-10-19T07:48:04Z,0,Is machine learning required for it ?,True
@ihgamingfun6295,2022-10-17T11:26:04Z,0,Bro this job can be done through home permanently also🤔🤔 thanks a lot 🙏🙏,True
@freshcontentblogs1455,2022-10-12T06:21:15Z,0,There is no new batch of data analyst in 2022 ??,True
@torshamondal8983,2022-10-10T04:56:05Z,0,Please make a MySQL playlist,True
@nishamarda1774,2022-10-09T07:21:34Z,0,Please add SQL playlist,True
@hs-cw6cc,2022-10-06T17:48:02Z,0,very informative.,True
@lavanyalavs8449,2022-10-06T04:47:58Z,0,entire database playlists,True
@sayeeduddinhome5876,2022-10-05T04:31:50Z,0,Full playlist of MySQL course with advance,True
@nikitasinha8181,2022-10-03T13:29:35Z,0,Thank you so much sir,True
@nanda9395,2022-09-24T03:05:56Z,0,Thank you for giving valuable information about Data Analyst Road Map 👍👍👍,True
@naveensoni2120,2022-09-23T09:38:09Z,0,Yes sirr we want sql,True
@TheKumarAshwin,2022-09-22T05:41:51Z,0,Amazing PC Setup!!,True
