author,updated_at,like_count,text,public
@learner8053,2023-07-08T19:00:48Z,1,Where is his linkedin profile link?,True
@aapyouthwingsatara2431,2022-10-27T14:56:26Z,1,"i have 2yr experince in manual + automation testing , now i want to switch to data analyst  ,what salary package should i expect with 2yr experince in testing field, or testing experince not count in this switch  pls guide",True
@RAJNISHKumar-eu2oj,2022-01-21T18:38:04Z,0,I am a automation tester and I want to be developer in any good company (product based),True
@prattyushsaravgi1202,2021-11-28T08:24:17Z,0,How was package in automation testing and data scientist?,True
@omkar-js3mz,2021-07-31T02:42:06Z,0,Can AI replace automation testing jobs in future ?,True
@gkexpress5240,2021-07-22T04:53:07Z,0,"Thank you sir, for providing this",True
@gp5764,2021-07-01T06:28:49Z,0,Which i neuron course to do as a beginner,True
@harishchalam8416,2021-05-16T02:24:11Z,1,"Hi Krish, What is your take on future of data science and machine learning with the advent of auto ML and automation of different pipeline in ml project life cycle?",True
@chandrasekharannavarjala4490,2020-12-27T17:05:13Z,3,"Congratulations Rajesh.   Same here, I am also from testing background manual + automation.  Enthusiastic in data science, learning about it. I am looking for transition. If possible help me with suggestions!!",True
@shreyasb.s3819,2020-12-23T18:08:32Z,0,Good job,True
@preetyk7615,2020-12-17T10:49:32Z,0,What is ineuron he is talking about??,True
@AlgoTribes,2020-12-15T13:42:42Z,0,krish bhai make a video on how to make transition from Data Science to ineuron course..that would be great..,True
@AlgoTribes,2020-12-15T13:31:30Z,1,"he made the transition only because of ineuron, krish naik you tube channel and sudhanshu sir..you people are doing great job..hats off..",True
@bipinkumartiwari1697,2020-12-15T12:58:23Z,1,"Sir, I am working in a staffing agency as a recruiter and want to make transition into Data Scientist. Please let me know if it works and how.",True
@zulfiqarali-zq1rg,2020-12-14T19:13:25Z,0,Congratulations sir on your new  life journey.,True
@prepptspsc4476,2020-12-14T17:55:17Z,0,"There are openings in Infosys for data science . If anyone wants refferal,ping me on whatsapp @ +918861033150",True
@vengatesan4307,2020-12-14T13:21:00Z,4,Ineuron is that fake?,True
@afreenzoya8472,2020-12-14T13:10:16Z,4,Thank you Sir !! I am also from testing background.This gave me so much of confidence,True
@harshadshringi8799,2020-12-14T11:20:31Z,2,Each and every step counts plus the experience!! Congratulations brother on your transition 😊,True
@sunnyindori2901,2020-12-13T10:15:44Z,1,Is data science is a good  carrer option or future purpos,True
@ArunKumar-sg6jf,2020-12-12T18:02:44Z,0,Congratulations for wedding 💞❤️ and make video for computer vision for new framework,True
@rakeshkumarsingh523,2020-12-12T16:25:05Z,2,Krish Bhai exhausted dikh rahe hai.😃,True
@paulstephen3372,2020-12-12T14:38:31Z,1,"Happy Married life,😃",True
@JaiSreeRam466,2020-12-12T14:34:02Z,2,congrats rajesh :),True
@infopathinfopath,2020-12-12T14:07:25Z,2,"Hi Krish, I'm from .Net background having almost a decade experience. Now I want to migrate into Data Science. Will you guys provide online training? if so, Can you please share me the course details for Data Science.",True
@udayam.n6561,2020-12-12T14:02:43Z,1,Congratulations.. happy married life,True
@narendrakumargupta2373,2020-12-12T13:53:55Z,1,Sir many many congratulations for happily marrige life.,True
@chekrasena,2020-12-12T13:50:40Z,4,he teaches in Marathahalli institue .  while teaching he told me he was working in NLP . lol,True
@9008257670,2020-12-12T13:35:19Z,10,Many congratulations on your wedding!!!,True
