author,updated_at,like_count,text,public
@sam99941,2023-08-28T01:54:49Z,0,Summary to Learn - Python Statistics Feature Engineering  EDA Power BI SQL Mango DB Machine learning ML Algorithms for Interviews Hypertuning Deep learning Flask Django Cloud Cloud Deployments  Please add if i missed something 😊,True
@dr.vipulkubavat8348,2022-09-19T02:02:14Z,0,"There is lot of happening in Healthcare domain. Is there a scope to learn DS on-the-job (may be internships) with domain expertise alone? I am a Public Health Expert with MBBS qualifications, having some basic knowledge of Statistics.",True
@sachidanandarautray948,2022-02-14T03:01:32Z,0,Nyc Describing sir 🙏🏼,True
@sjoshi4392,2021-12-20T19:54:34Z,0,I feel like I just hit a jackpot. woah,True
@neelgauri,2021-11-01T10:58:29Z,0,"Hi,I am 37 years old housewife with two kids.i did mtech in power electronics.(2009).now looking to start my career in data science. And I started for learning.is it possible to get a job in this field.",True
@majdoubwided6666,2021-09-29T11:39:39Z,0,Excellent video ! Thanks a lot,True
@neerajrai584,2021-09-24T00:49:37Z,0,Thank you so much for this learnig path... i started learning Data science and this path will definitely help.. Thanks :),True
@raamsolo9846,2021-09-16T15:28:56Z,0,"Sir I am a fresher 2021 from ece stream!!! I want to start career in data science will u suggest me to take pg programe in great lakes institute having course fee 4,13,000",True
@subhambasu8567,2021-07-12T14:55:39Z,0,"I am a Master's in Clinical Psychology, recently got very interested in Data Science, I am decent with Statistics as we had that in our psychology syllabus. Can I make a shift? I am 23 years of age right now.",True
@deepeshsingh164,2021-07-11T07:34:05Z,0,but there is no any material,True
@deepeshsingh164,2021-07-11T07:33:42Z,0,hello sir i join the membership for the data science material,True
@sneha2988,2021-06-05T15:39:43Z,0,"Any recommedded books to learn statistics, applied mathematics or R programming",True
@ashishsondagar2812,2021-05-30T05:38:38Z,0,"--- My Note:   - **Learn Concepts:** - NumPy - pandas - feature engineering - statistics: derivatives  - seaborn: visualization, correlation, histogram - hyperparameter tuning  - 15 to 20 algo: Linear regression, Laso regression, Reg regression, Logistic Regression, Decision tree regression & classifier, Random forest regression & classifier, Adopt boost regression & classifier, Exsi boost regression & classifier - Machine Learning - Artificial Inteliigence - Deep Learning - 3re most imp algo Nural Network: Artificial neural network, Convention neural network, Recurrent neural network - Deep Learning Library: TensorFlow, Keras, Theon, Pytorch - Advance techniques of CNN, Transfer learning, VDD 16, resonate 50 ... 50 many more - master CNN  - object detection - framework: django, flask - database: MySQL, SQL, MongoDB - Visualization tools: Power BI, Tableau, Click Sense",True
@vixhaalsingh_,2021-05-24T11:33:30Z,1,Sir i am currently in 9th class student and i wanna become data scientist i preety familer with python start basics ans so i want to know what is my next and accurate step to ease the data sciene . 😊 .,True
@jaylaxmirao9849,2021-05-04T10:38:34Z,0,Hello sir...I am non tech person..wanted to switch to data science...can I and should I do..can u please guide,True
@slfanta,2021-04-03T02:43:28Z,0,"Action No.1 Get a related college degree,,,",True
@vedchoudhary9519,2021-03-30T06:46:01Z,0,"His over usage of the word ""particular"" 🤦🏻‍♂️",True
@MohanChitluri,2021-03-26T20:00:24Z,0,Thank you so much Krishna ji,True
@meghanachandar961,2021-03-24T07:26:35Z,1,Thank you for this roadmap. I was very confused where to start with.I used to do courses learn half of it and stuck at some point. But couldn't do projects. Now I got clear cut roadmap and start preparation right from today,True
@sivachaitanya6330,2021-03-07T09:56:41Z,0,should we have a knowledge of excel for data science,True
@aishdeeti945,2021-03-02T20:42:17Z,0,Can you please provide some details of institute where you have done your data science course,True
@bryannguyen6836,2021-01-24T17:34:17Z,0,No more indians!!!,True
@rakeshkumarrout2629,2021-01-12T13:59:22Z,0,Sir do I need to learn Hadoop for data science??,True
@mangeshbhagat,2021-01-10T12:52:12Z,0,"Hi Krish, one important question - since Azure/AWS ML AI is gaining popularity, do you still suggest to your students to learn Python/R or if we learn Azure/AWS, that would provide good job opportunity. Thanks so much in advance.",True
@learnaiwithfaheem2760,2021-01-05T06:51:07Z,0,Like Subscribe and Share   @,True
,2020-12-27T06:14:28Z,0,Ye sb krne ke baad kya kre? Please tell how to get a job in data science,True
@prajaktajadhav7978,2020-12-25T07:39:01Z,0,Thank you soo much krish sir...,True
@kuldeeptechtotech9402,2020-12-20T05:08:20Z,0,"sir can you make a full lecture of data science like begain to end firstly start with python and end with database in between mongobd ,EDL AZURE THese all courses please sir .......how can i contact you",True
@mr.respect9728,2020-12-11T06:24:33Z,0,Sir whats ur package,True
@ai.simplified..,2020-12-02T20:00:09Z,0,"I visited your chanel, where should i start?  Would you number them so it will be easier",True
@ai.simplified..,2020-12-02T19:58:52Z,0,Where is hadoop & spark will be placed in this steps.,True
