author,updated_at,like_count,text,public
@Ravi-319,2022-01-08T06:25:53Z,0,I have one doubt bro ..  Can u tell me...if i purchase one neuron course   Can I eligible to attend live classes in ineuron classes   Wt is the difference bw ineron & one neuron,True
@syed1742,2022-01-02T14:39:00Z,0,Want self paced with dedicated doubt session,True
@Imrankhan-hd9oo,2021-10-27T02:42:25Z,0,Sir I am following your course first now going to take admission in full stack ineuron  As per your guidance 🙏,True
@jagannathsahu4387,2021-10-15T00:51:34Z,0,Request you to launch a course on Django full stack web development in Inueron.,True
@SAINIVEDH,2021-10-02T03:30:03Z,0,GPU programming !!!!,True
@surajkakade9310,2021-10-01T12:07:55Z,0,course on cloud computing not only on aws,True
@3LOKBaba,2021-10-01T10:27:40Z,0,"Thank you so much, sir, I would like to suggest one-one session before picking up the course from Ineuron.",True
@salmanmohammed7904,2021-10-01T10:22:29Z,0,Sir if possible post graduation course in data sciene by  collaborating with any of universities would be helpful for many of the students and working professionals...I mean similar to the full stack data science course but with PG certification,True
@akashsahoo745,2021-09-30T21:47:03Z,0,sir i want to complete Full Stack Data Science course in   4 months. i  have also worked as Full stack Developer(Django + React js) . currently i'm not working because of some serious health issues .i want to learn data science and complete this course in fast-paced mode. can i join this course ??,True
@vinayvarma5741,2021-09-30T06:14:43Z,0,i Neuron Coding challenges,True
@_Aarim,2021-09-27T03:39:40Z,0,I'm a head coordinator of the student data science club with around 60 students. We recently took a survey to gather data and found out the majority of our institute wants data science live projects from companies. If possible can Live projects or half time internships be offered to students?,True
@adityaraj1769,2021-09-19T13:02:47Z,0,"HOW TO BREAK INTO PRODUCT MANAGEMENT, that will be a good addition",True
@iUpTimuS,2021-09-11T13:43:14Z,0,do you provide all your course and placement assistance to those who are already working in other company and want to change technology or role?? is it possible to join your course with working in company??,True
@neha4821,2021-09-11T13:37:03Z,0,"I am interested in your full stack data scientist course on ineuron, but the requirement is i3 laptop but processor of my laptop is Intel(R) Celeron(R) CPU N2840,  Will this still doable or I need to purchase laptop with i3?? And I have one more question since that course has started since Feb , can I still join that??",True
@virajkudav3563,2021-09-10T01:35:51Z,0,Full stack data scientist course is 17k ...please make emi option available for it as one cannot pay it directly,True
@bhagyashrishenoy6786,2021-09-09T16:43:59Z,0,Really helpful.... Thank you,True
@shubhamgawande16,2021-09-09T16:32:30Z,0,Applications (projects) of Machine Learning in Robotics and various other fields,True
@princepaul6560,2021-09-09T14:50:59Z,0,"Krish.. your team and your service for the community is mind blowing.. one thing is many students and DS aspirants are not aware of INEURON. Most of them aspiring to become DS are paying hefty amount in other institutions. I'm also one among that. I came to know INEURON through one of my friend after joining other institute. So please make some promotion(awareness) activity so that people from various parts will get to know about it and benefit. I know this not for profit making but i want ur hard working, dedication and efforts to benefits all aspirants.",True
@pavanjahagirdar9584,2021-09-08T18:02:54Z,2,"Sir these services are more than enough, Only iNeuron can  offer courses with these many services, that too within this affordable fees. This is revolutionary change. Thankyou iNeuron ❤️",True
@kanhaiya8776,2021-09-08T17:42:32Z,0,"Sir,  Please Make One course on deep knowledge of SQL And RDBMS.",True
@swarnavdeb2064,2021-09-08T15:59:47Z,0,I wanted to know if I can still enroll for a course (business analytics masters) in ineuron. It actually started already back in 26th June.,True
@babuparivendan4163,2021-09-08T12:57:25Z,0,"Sir, please start morning session also..",True
@manishakanase483,2021-09-08T12:16:52Z,0,full SQL as per Data science point of view,True
@soumyadiptabanerjee8256,2021-09-08T10:41:40Z,0,Placement support as FTE role.,True
@saishdalvi,2021-09-08T10:22:51Z,0,cyber security sir plzz with internship,True
@ZodiacaLyt,2021-09-08T09:42:19Z,0,Can I get whole benefits if I join full stack data science course midway??,True
@akshaymondal1372,2021-09-08T08:37:47Z,0,Sir can u make a separate video on business analysis. Thanks for sharing 👍🏻❤️,True
@abinsharaf8305,2021-09-08T08:11:30Z,0,"i enrolled in the course, its all good for now, but the thing is that youtube series had small byte sized content for several topics wether it be scoring metrics, or p value or anything it would be like less than 20 mins, but in the dashboard the videos are all 2 hours long, this makes it difficult to refer back to certain points if we need to as we have to keep remembering the time stamp as well so now i have different notebooks , one for timestamp and other for content lol, if you can do something about this, it would be mighty helpful",True
@dikshantgupta5539,2021-09-08T06:50:58Z,0,If possible can you please made a app like udemy?,True
@arpitchheda23,2021-09-08T06:14:34Z,0,"Sir, A virtual cloud machine with everything pre installed like Hadoop, Hive, Spark, Python etc tools like Hue or Ambari etc integrated with dashboard. So that we can start hands on practice after class. I have enrolled in Bigdata Masters class and I faced lot of issues setting up Hortonworks sandbox and after doing R&D I eventually ended up installing MapR sandbox as it is open source vs Hortonworks which has license and it took around 3 to 4 weeks of time to setup and that too I installed on my company's remote desktop which had better hardware and my laptop had limited hardware.",True
@Livewithsameer,2021-09-08T05:37:44Z,0,Need proper support people to get in touch,True
@divitpatidar8253,2021-09-08T05:33:21Z,0,"please Give us the best literally the best statistics Course ever made there's no proper place to know how to use them in actual use cases  like for example when do we use mean squared error etc and all, so please consider my request",True
@ak47ava,2021-09-08T05:27:51Z,0,"Krish, do you have a Data Engineering Course/Path",True
@karthikkashyaphv9329,2021-09-08T04:39:09Z,0,Placement assistance,True
@billinioreteachings,2021-09-08T04:23:49Z,0,"Hii sir you are doing such a great job for the new aspirants, sir I'm a student of bsc math stats and data science so I need  your assistance to get a job at the end of my graduation , assistance in the sense I at both practical knowledge and resumes and all that so what's your suggestion for me ?",True
@jyothiswaroopthatikonda1403,2021-09-08T03:17:15Z,0,Sir job alerts including job description please,True
@tusharpaliwal42,2021-09-07T23:35:54Z,0,Make day in your life vedio and interviews with faangm data scientists . Great work man.,True
@nik7867,2021-09-07T22:00:42Z,0,"SQL community session and connecting with existing big companies hiring data scientist as a fresher like Deloitte , Honeywell, SimplifyVMS it would be more like a campus drive by ineuron with students having good knowledge cause the mentors are top notch .",True
@manikantan4416,2021-09-07T20:15:52Z,0,Can we get block chain course on Ineuron,True
@pappu1022,2021-09-07T19:59:11Z,1,"Course on electric vehicles, robotics.. possible?",True
@faisalrash99,2021-09-07T19:47:09Z,0,Add some courses on model deployment,True
@taraksawant8584,2021-09-07T19:17:31Z,0,SQL training in depth suffice to cover prerequisite for business analyst role/ data engineer,True
@dhirajsingh10710,2021-09-07T18:52:25Z,0,Design Courses,True
@coolanil2185,2021-09-07T18:41:32Z,0,Career service 🙏,True
@egreenbasketcore6516,2021-09-07T18:09:32Z,0,"Compilation of quality reference material and blogs in reference to particular concept. Just for example, if I want to learn transformer, Krish sir has suggested Jay Alamar blog. So if I serach for Transformer in site, it should reflect these quality blogs/video tutorials.",True
@pankajkar2008,2021-09-07T17:57:22Z,1,Start with devops and IOT plzzzz,True
@srxxx432,2021-09-07T17:22:36Z,0,"Sir, I missed the enrollment for course. If there is any other way to enroll now?",True
@saiakhil4046,2021-09-07T16:52:43Z,1,"One service that most of the service that don't provide and that you should consider providing is guided projects, I usually get a lot of ideas but I don't know where to start. This service can have pre-requisites (The candidate must have knowledge about ML and DL).  In this service the candidate provides you the idea and what his project should look like and what you do is help him/her in getting started and share resources if required and help him/her complete his own unique project.",True
@adityakishan589,2021-09-07T16:47:19Z,0,Feature of making notes in a particular time stamp in the pre - recorded videos.,True
@dineshgawli2728,2021-09-07T16:37:26Z,0,Mongodb reactjs AWS azure Gcp docker kubernets deployment project angular js reactjs flutter projects,True
@shresthshukla6239,2021-09-07T16:25:55Z,0,Full stack end to end projects,True
@rakeshkumarrout2629,2021-09-07T16:23:53Z,1,Krish u r really democratizing this sector..tnq.. please available call support..,True
@nanditagautam6310,2021-09-07T16:19:28Z,1,SQL for Data Science,True
@nitin6049,2021-09-07T16:09:25Z,0,Try to take test on every module,True
@PrabhatKumar-fn4vy,2021-09-07T16:09:05Z,1,start affordable ethical hacking course,True
@vkasrajpurohit1614,2021-09-07T16:04:12Z,1,I wanna subscribe for bundal of end-to-end deployment data science projects by Krish Naik.,True
@somalishant,2021-09-07T15:55:26Z,0,Block chain trainings and GCP masters training should be include under affordable courses,True
@RajeshSingh-iu4fl,2021-09-07T15:55:11Z,0,Digital Analytics courses,True
@somalishant,2021-09-07T15:54:00Z,0,"Proctoring exam should conduct monthly basis on data science, machine learning etc so that we enhance more on skills we learned",True
@biswajitsahoo8871,2021-09-07T15:30:57Z,0,"Sir I am a big fan of you. Sir if ineuron provide offline courses,because those student those have bad Internet connectvity  May face difficult and please provide  Offline course.",True
@siddharthmaity9708,2021-09-07T15:27:07Z,3,A course dedicated for ML/DL projects would be great. The projects on internship portal are extremely well curated! Would be great if there is a course which covers some of the end-to-end projects from the portal. That would be a good way for students to practice in a guided format.,True
@ayushmi77al,2021-09-07T15:23:10Z,0,Monthly or weekly data science and data analytics competition,True
