author,updated_at,like_count,text,public
@9epranavupadhyay308,2023-01-21T10:14:29Z,1,Is it per annum or per month salary ?,True
@scoc55vora15,2022-03-14T14:12:27Z,0,Very Well & Nicely Explained 🙏,True
@shreyakaranjkar3374,2022-02-03T17:41:46Z,0,"Hello , I have 5 years front end development experience should I switch to data science or any other software 🤔",True
@omkarshendge5438,2021-09-26T13:45:08Z,0,First of all india is still not for data science!  Now the situation in 2021 has somewhat improved but still people prefer going to foreign to do ms in data science and work there!,True
@abrarahmed9239,2021-09-18T14:55:42Z,0,"Hello Irish, I recently graduated in CSE from NMIT. I have recently joined Toss solution for client Flipkart as Data Analyst last month. And today I got an offer letter from greenway health as a software developer. Greenway offered me 25% more than Toss solution. Please suggest I should be resigned and join the software developer role or I should continue as a data analyst role.  Please please please reply to me with your suggestions.",True
@prajwalaithal7624,2021-08-12T11:05:41Z,0,I know Software engineers with 10years exp earning close to 1cr and Data Science guy earning 15lacs. So dont compare the 2. Get passion and get going.,True
@jin-no6im,2021-07-11T15:13:12Z,0,sir after entering as a software developer can i switch to data scientist? if yes how it would be??,True
@AbhishekJaiswal24,2021-07-09T13:30:32Z,0,"Ahaha ! Reality is far different , I'm working as data scientist and I get paid 15000 per month and 9 hours job full time , there I mostly scrape data and build ML pipelines ! In india data science sucks ! Only who sell courses on it says it's coolest job 😂",True
@swapnilzimal7093,2021-06-22T15:13:59Z,0,"Sir, I am from mechanical background. I am a fresher. I am trying to shift in IT. Which domain  is best as per future. Development Or data scientists.",True
@kr5051,2021-04-21T07:51:43Z,4,Thanks for this video. I am 32 year old. Unemployed since 6 years due to some personal reasons. Is it possible for me to learn data science or full stack now and get a job? (I am ready to put all the effort and I am confident about learning the skills but not confident about getting job),True
@pranayreddy5824,2021-04-09T15:12:33Z,0,I am afraid is it salary or income.   Spotted a simple mistake ☺.,True
@nasim3987,2021-03-19T10:19:41Z,0,"I am sure, this is a biased analysis",True
@skr7416,2021-03-13T16:31:07Z,2,I worked on both data science and software development fields and from my personal experience I say data science is not going to stay long and I m back again to my development field and development is going to be more boom in future,True
@soukhindranathbasak1698,2020-12-31T09:18:47Z,6,"I have an experience of 3 years in Frontend Development.Currently I am pursuing PG diploma from IIIT Bangalore and MS from  LJMU, England specialization in Machine Learning and AI. I am planning to switch my domain in Machine learning. What will be the salary expectations in india for masters program candidates",True
@vamsikrishna2109,2020-12-15T12:01:12Z,3,Hello my engineering percentage is 57 would I be eligible for data science in Australian universities for masters please reply,True
