author,updated_at,like_count,text,public
@vt1454,2022-08-30T12:08:50Z,0,Great summary < 10 min,True
@ericflik2565,2022-07-15T11:25:29Z,0,Video posted on my blog post: https://rapidsol.blogspot.com/2022/07/top-data-science-tools-wwwseeker4com.html,True
@mulualemayehu7058,2021-10-21T07:58:19Z,0,"hello Sir , i'm Msc student in network and security  and i have started my project using deep learning approch i'm very happy when watching your video , all videos are very important and interesting  would you halp me in my Msc project please for any cofusion please, i'm try to contact you in facebook then i will give my email address then you share idea any help please dear help me!",True
@louerleseigneur4532,2021-08-08T10:47:54Z,0,Thanks Buddy,True
@onlinebooksforfree5837,2021-04-12T06:35:21Z,0,https://www.youtube.com/watch?v=-MmrtXx0NQg,True
@aratic8155,2021-03-25T05:08:40Z,0,What are the machine learning tools used for fake news detection ?,True
@dharam35,2021-03-01T11:04:36Z,0,Very good,True
@insurance_bhaiya,2020-10-10T15:39:25Z,0,9101944386 hlp me sir..,True
@nandasonu444,2020-10-04T04:31:19Z,0,Azure or gcp which is evolving ?,True
@mrunalmoon986,2020-07-13T07:56:34Z,0,"hello sir, I like to know from where do I start from in your channel. Please guide me.",True
@chetanathorat6005,2020-05-07T05:39:59Z,0,Sir please tell important tools in R language for data science,True
@Mohamm-ed,2020-05-04T13:25:23Z,0,"Can anyone tell me what are the differences between these words in data science world ( Modules, Frameworks, Algorithms and Libraries ). Thanks for any help because I'm confused.",True
@vipulbornare34,2020-03-14T13:56:55Z,0,Thanks,True
@poonamchaurasia2484,2019-10-29T14:16:58Z,0,"Tysm Sir, it's great to hear about that you are going to make more n more videos on DS👍",True
@midhileshmomidi2434,2019-08-24T20:31:12Z,1,Thanks sir that you are going to make a video on these Deployment tools which really help us,True
@jithinkgeorge2237,2019-08-24T13:55:54Z,0,"Pls do the course in English only, becoz everyone can understand English who have a btech or software background",True
@Pumice123,2019-08-24T12:38:39Z,0,Thanks,True
@aditisrivastava7079,2019-08-24T09:16:01Z,0,"I am looking for a job and already learnt Data science with python, now I am totally confused whether I should learn R first or big data or deep learning..............while searching I am getting n number of response.......please help",True
@naveen-ib5ly,2019-08-24T08:09:40Z,0,"nicely mapped figure, that show u are perfect DS...",True
@soumambanerjee1816,2019-08-24T05:28:07Z,0,i know maximum of this ...i have worked also in img & video processing and DL a bit but not in ML....is data sc the correct path for me...? software engineering seems tedious,True
@sonalisingh929,2019-08-24T00:07:57Z,1,Can u explaining metrics for regression and classification... And roc curve. Please 😫🙏🙏💓,True
@yashyash9551,2019-08-23T22:49:38Z,1,My ear hurts when he says sky instead of sci. 😅,True
@rajendrarao3057,2019-08-23T21:32:38Z,1,Awesome awesome awesome video...,True
@marveltv5341,2019-08-23T18:46:52Z,1,Make a video how to get job with ML data science knowledge..  Because.. I can't find one.. I have GitHub profile...  With 8 Major projects.. LinkedIn profile.. and had applied for job since last month..  And no sign of.. response I have found till now..  Not like that I have toy dataset project.. I can give u if u ask for GitHub link But seriously... This is really frustrating..,True
@jaigupta4996,2019-08-23T18:27:40Z,1,"Sir, can you emphasize more on SciPy Since I'm getting any useful tutorial on that, rest of the libraries are ok for EDA.  Being a new follower of your channel, I wanna say you are my new favorite after Corey Schafer. 👍🏻",True
@ankitsaxena565,2019-08-23T18:08:47Z,1,Sir kya aap hindi me paoge series of data science... Sir aap hindi me bhi bnao series data science ki,True
@pritishnandy9792,2019-08-23T17:41:46Z,0,Happy Janmashtami 😇,True
@vishaldubey3463,2019-08-23T17:38:10Z,1,Yesterday it was 14k  and today it is 15k,True
@bhaskarguru3121,2019-08-23T17:27:54Z,1,Sir i want to begin career in data science....is online platform good to learn from and where can i learn all tools of data science so that i can learn data science in a pattern ?,True
@ashwininayak3923,2019-08-23T17:06:51Z,3,"Hello Sir , can you please suggest what is bare minimum hardware requirements to start machine learning . I am deciding to buy a laptop under 35000 . Thankyou sir love your videos",True
@BiancaAguglia,2019-08-23T17:06:26Z,3,"Another great video, Krish. I like how you encourage people to understand the math behind the data processing steps and behind the algorithms.",True
@RajaSekharGowda,2019-08-23T16:56:37Z,1,Awesome sir👏 Very nice explanation,True
@nabeelpm4894,2019-08-23T16:04:00Z,1,Good,True
@ankitkaushal7766,2019-08-23T15:52:13Z,1,Best channel to learn about data science... Keep it up bro.. U gonna get 1 lacs subscribers soon..may be a million in a few years if u continue like this.,True
@hemanthyernagula9759,2019-08-23T15:51:10Z,1,Is plotly not useful?,True
@farzandfz1481,2019-08-23T15:42:50Z,1,"Yaayy, can't wait anymore to watch the deployment video. I'm also thinking of learning Django. Thanks for the awesome content bro",True
@govind1706,2019-08-23T15:33:37Z,2,Bro solve some interesting kagel problems. 👍,True
@fahadreda3060,2019-08-23T14:48:34Z,1,"great video,thanks",True
@utkarshpal5798,2019-08-23T14:38:21Z,1,Very helpful topic sir... Thank you for sharing.... Waiting for your deployment playlist,True
@devanshusharma9386,2019-08-23T14:31:38Z,2,Sir you are posting 3-4 videos per day Sir how you manage your time so efficiently ?,True
@fet1612,2019-08-23T13:39:52Z,1,Good job!,True
@narayanjha3488,2019-08-23T13:32:27Z,4,Great to hear that you are also making playlist of aws azure thanks sir,True
@yashraut19,2019-08-23T13:18:09Z,2,"I want to learn only Data Analysis , Will i get job /internship only with Data Analysis ?",True
@AllinOne-vd9oy,2019-08-23T13:00:09Z,5,We are waiting for the deployment part.,True
@AllinOne-vd9oy,2019-08-23T12:59:43Z,1,Great job bro...,True
@sumantadas6532,2019-08-23T12:54:43Z,1,Very well explained,True
@catsclub6574,2019-08-23T12:40:11Z,2,bhi boht ache tuts hein apke lekin muje samaj ni arhe kis playlist se shorou karon ap btyn,True
