author,updated_at,like_count,text,public
@krishnaik06,2023-08-24T03:38:45Z,4,"Connect with me here: Twitter: https://twitter.com/Krishnaik06 Facebook: https://www.facebook.com/krishnaik06 instagram: https://www.instagram.com/krishnaik06",True
@amitanikam7516,2023-10-03T19:27:03Z,0,Krish sir... i am really big fan of your teaching style but it's very disappointing when you bring somebody who lies. I have checked profile of kishor... he was not professor. He had already worked in many top companies including tech mahindra. Please stop making us fool. 🙏,True
@rashmidubey495,2023-10-01T07:52:52Z,1,"Great. I have also made a transition from faculty electrical engineering to AI at age 40 ,with 4 years of career gap and along with taking care of two sons, 6 years old , and 6 months old baby. Everything is possible with hard work and dedication",True
@arunkhare7331,2023-09-13T10:08:42Z,0,Great going,True
@rajagupta55555,2023-09-01T06:20:50Z,0,Gud 1 ...like the way he told bout projects...hlo Krish met u there in noida ...wanted to shake hand with u....we ll next one ...sometime meet,True
@yogeshbhagwat6339,2023-08-30T15:39:46Z,0,When is your next batch start I want join I ask many times but you didn't reply,True
@rajasarathkumarboddu,2023-08-28T13:37:08Z,0,"Hi Sri, what is the package as an Data Scientist?",True
@mr_rajput_98,2023-08-27T16:38:20Z,0,"Krish sir, I have a question.... While completing a six months course of any program, in resume what we have to write for our experience... Absolute zero , fresher or six months experience.... Sir please reply with the answer",True
@guptadiwakar18,2023-08-27T09:31:18Z,0,😊 good one,True
@maruthiprasad8184,2023-08-26T06:20:36Z,1,"Superb , most inspiring video, keep doing great job Krish and team",True
@Tech_Enthusiasts_Shubham,2023-08-26T01:42:15Z,1,Many many congrats krish sir for achieving 800  k milestone keep growing always my best wishes with you always ❤,True
@SambitKandara,2023-08-25T15:41:47Z,1,Sir showing error while clicking on data Science 2.0 course on ur video please help,True
@spparida1,2023-08-24T21:48:56Z,1,WOW,True
@kuk19948,2023-08-24T18:03:17Z,1,"Hi Krish, how important is networking in the Data Scientist profession, is it more important than the necessary hard skills. Also, I am kind of an introvert. Could you give me some tips about networking, if it is important? Thanks.",True
@ar_mj_family1328,2023-08-24T16:46:38Z,1,Sir please 🙏 koyee reply hi nahi karta hai ek query hai meri  Sir mujhe 7 years ka experience hai  but mujhe data analyst main transition karna hai main kaise karu ?  Resume main kiya mentioned karu? Company ko sirf experience hi chahiye or fresher k liye vo log sirf fresher ko hi prefer ker rahe hai? Koyee upay bataiyye?  Please 🙏 vo business scenario bhi puchte hai ?  Kaise kiya karu please 🙏🙏🙏help,True
@emajawed2378,2023-08-24T15:07:49Z,1,Happy birthday 🎉,True
@vaibhavdeore9458,2023-08-24T14:37:23Z,1,Can we get contact details for Kishor Sir? i am also from same batch,True
@mohsinkhan-bw3cd,2023-08-24T12:52:19Z,1,Make podcast with a fresher sir,True
@KartikayGarg,2023-08-24T11:11:43Z,1,Happy Birthday Sir,True
@aarizmobin4487,2023-08-24T10:58:01Z,1,superb video... thank you krish for motivating such a  motivating video,True
@abhishekwankhade1092,2023-08-24T10:42:10Z,2,Wish you really very Happy Birthday Krish sir 🎂🎂. GOD gives you more power and strength.,True
@ZibaFact,2023-08-24T08:13:31Z,2,Plz splitout also clips from this like before you do 🎉,True
@babuyadav9915,2023-08-24T07:20:46Z,1,"@krish, in which institute he studied?",True
@azharafridi9619,2023-08-24T03:54:44Z,1,Krish sir the Great 🎉🎉❤❤❤.,True
@isalutfi,2023-08-24T03:52:19Z,3,Awesome! Thank you for sharing this great convo.,True
@shcbiddu,2023-08-24T03:43:43Z,1,💕,True
@Eswar.,2023-08-24T03:38:00Z,3,Fire krish❤,True
@rahulgadve1009,2023-08-24T03:37:36Z,3,Thanks for this sir❤,True
@aakashpal0777,2023-08-24T03:37:25Z,2,First,True
